[20:14:52] [INFO] received Windows console close event; shutting log-core down
[20:17:52] [INFO] received Windows console close event; shutting log-core down
[20:29:27] [INFO] received Windows console close event; shutting log-core down
[20:33:26] [INFO] received Windows console close event; shutting log-core down
[20:44:32] [INFO] received Windows console close event; shutting log-core down
[21:01:21] [INFO] received Windows console close event; shutting log-core down
[11:11:34] [INFO] received Windows console close event; shutting log-core down
[11:13:34] [INFO] received Windows console close event; shutting log-core down
[12:27:37] [INFO] received Windows console close event; shutting log-core down
[12:35:27] [INFO] received Windows console close event; shutting log-core down
[12:52:24] [INFO] received Windows console close event; shutting log-core down
[12:59:42] [INFO] received Windows console close event; shutting log-core down
[13:16:13] [INFO] received Windows console close event; shutting log-core down
[13:51:01] [INFO] received Windows console close event; shutting log-core down
[13:54:18] [INFO] received Windows console close event; shutting log-core down
[14:05:15] [INFO] received Windows console close event; shutting log-core down
[14:08:00] [INFO] received Windows console close event; shutting log-core down
[14:12:42] [INFO] received Windows console close event; shutting log-core down
[16:39:51] [INFO] received Windows console close event; shutting log-core down
[17:36:29] [INFO] received Windows console close event; shutting log-core down
[18:12:29] [INFO] received Windows console close event; shutting log-core down
[18:12:30] [INFO] received Windows console close event; shutting log-core down
[18:15:28] [INFO] received Windows console close event; shutting log-core down
[18:21:40] [INFO] received Windows console close event; shutting log-core down
[18:34:02] [INFO] received Windows console close event; shutting log-core down
[19:43:29] [INFO] received Windows console close event; shutting log-core down
[19:44:21] [INFO] received Windows console close event; shutting log-core down
[20:24:40] [INFO] received Windows console close event; shutting log-core down
[20:26:54] [INFO] received Windows console close event; shutting log-core down
[20:32:02] [INFO] received Windows console close event; shutting log-core down
[20:34:08] [INFO] received Windows console close event; shutting log-core down
[20:41:26] [INFO] received Windows console close event; shutting log-core down
[20:53:38] [INFO] received Windows console close event; shutting log-core down
[21:28:27] [INFO] received Windows console close event; shutting log-core down
[21:46:36] [INFO] received Windows console close event; shutting log-core down
[21:56:09] [INFO] received Windows console close event; shutting log-core down
[22:21:03] [INFO] received Windows console close event; shutting log-core down
[11:26:53] [INFO] received Windows console close event; shutting log-core down
[12:30:24] [INFO] received Windows console close event; shutting log-core down
[13:52:24] [INFO] received Windows console close event; shutting log-core down
[14:41:45] [INFO] received Windows console close event; shutting log-core down
[15:07:49] [INFO] received Windows console close event; shutting log-core down
[15:23:11] [INFO] received Windows console close event; shutting log-core down
[15:26:48] [INFO] received Windows console close event; shutting log-core down
[15:32:54] [INFO] received Windows console close event; shutting log-core down
[15:38:11] [INFO] received Windows console close event; shutting log-core down
[15:45:40] [INFO] received Windows console close event; shutting log-core down
[16:19:52] [INFO] received Windows console close event; shutting log-core down
[16:52:22] [INFO] received Windows console close event; shutting log-core down
[18:19:21] [INFO] received Windows console close event; shutting log-core down
[18:21:16] [INFO] received Windows console close event; shutting log-core down
[18:26:24] [INFO] received Windows console close event; shutting log-core down
[18:43:17] [INFO] received Windows console close event; shutting log-core down
[19:34:17] [INFO] received Windows console close event; shutting log-core down
[19:51:41] [INFO] received Windows console close event; shutting log-core down
[20:19:17] [INFO] received Windows console close event; shutting log-core down
[22:59:08] [INFO] received Windows console close event; shutting log-core down
[23:10:21] [INFO] received Windows console close event; shutting log-core down
[23:20:06] [INFO] received Windows console close event; shutting log-core down
[23:36:29] [INFO] received Windows console close event; shutting log-core down
[23:39:35] [INFO] received Windows console close event; shutting log-core down
[23:43:47] [INFO] received Windows console close event; shutting log-core down
[23:45:29] [INFO] received Windows console close event; shutting log-core down
[23:48:48] [INFO] received Windows console close event; shutting log-core down
[23:57:18] [INFO] received Windows console close event; shutting log-core down
[11:49:09] [INFO] received Windows console close event; shutting log-core down
[12:16:13] [INFO] received Windows console close event; shutting log-core down
[13:00:32] [INFO] received Windows console close event; shutting log-core down
[13:04:04] [INFO] received Windows console close event; shutting log-core down
[13:08:23] [INFO] received Windows console close event; shutting log-core down
[13:13:30] [INFO] received Windows console close event; shutting log-core down
[13:31:35] [INFO] received Windows console close event; shutting log-core down
[13:34:39] [INFO] received Windows console close event; shutting log-core down
[13:40:35] [INFO] received Windows console close event; shutting log-core down
[13:51:31] [INFO] received Windows console close event; shutting log-core down
[13:55:49] [INFO] received Windows console close event; shutting log-core down
[21:40:25] [INFO] received Windows console close event; shutting log-core down
[21:44:45] [INFO] received Windows console close event; shutting log-core down
[21:50:19] [INFO] received Windows console close event; shutting log-core down
[21:52:54] [INFO] received Windows console close event; shutting log-core down
[22:01:02] [INFO] received Windows console close event; shutting log-core down
[22:12:49] [INFO] received Windows console close event; shutting log-core down
[22:18:39] [INFO] received Windows console close event; shutting log-core down
[22:18:40] [INFO] received Windows console close event; shutting log-core down
[22:20:53] [INFO] received Windows console close event; shutting log-core down
[22:24:19] [INFO] received Windows console close event; shutting log-core down
[22:32:17] [INFO] received Windows console close event; shutting log-core down
[22:36:33] [INFO] received Windows console close event; shutting log-core down
[22:39:46] [INFO] received Windows console close event; shutting log-core down
[22:43:16] [INFO] received Windows console close event; shutting log-core down
[22:45:49] [INFO] received Windows console close event; shutting log-core down
[23:09:54] [INFO] received Windows console close event; shutting log-core down
[23:12:45] [INFO] received Windows console close event; shutting log-core down
[23:16:57] [INFO] received Windows console close event; shutting log-core down
[23:35:14] [INFO] received Windows console close event; shutting log-core down
[00:13:50] [INFO] received Windows console close event; shutting log-core down
[00:19:18] [INFO] received Windows console close event; shutting log-core down
[13:41:02] [INFO] received Windows console close event; shutting log-core down
[13:43:11] [INFO] received Windows console close event; shutting log-core down
[13:46:39] [INFO] received Windows console close event; shutting log-core down
[13:50:14] [INFO] received Windows console close event; shutting log-core down
[13:56:37] [INFO] received Windows console close event; shutting log-core down
[14:00:30] [INFO] received Windows console close event; shutting log-core down
[14:07:49] [INFO] received Windows console close event; shutting log-core down
[15:11:41] [INFO] received Windows console close event; shutting log-core down
[17:06:44] [INFO] received Windows console close event; shutting log-core down
[17:09:03] [INFO] received Windows console close event; shutting log-core down
[17:13:16] [INFO] received Windows console close event; shutting log-core down
[17:22:46] [INFO] received Windows console close event; shutting log-core down
[17:43:06] [INFO] received Windows console close event; shutting log-core down
[17:46:12] [INFO] received Windows console close event; shutting log-core down
[17:51:17] [INFO] received Windows console close event; shutting log-core down
[18:00:12] [INFO] received Windows console close event; shutting log-core down
[20:23:27] [INFO] received Windows console close event; shutting log-core down
[00:34:16] [INFO] received Windows console close event; shutting log-core down
[00:44:57] [INFO] received Windows console close event; shutting log-core down
[00:57:06] [INFO] received Windows console close event; shutting log-core down
[01:02:36] [INFO] received Windows console close event; shutting log-core down
[12:34:31] [INFO] received Windows console close event; shutting log-core down
[17:44:00] [INFO] received Windows console close event; shutting log-core down
[17:49:01] [INFO] received Windows console close event; shutting log-core down
[17:51:43] [INFO] received Windows console close event; shutting log-core down
[22:01:18] [INFO] received Windows console close event; shutting log-core down
[22:08:35] [INFO] received Windows console close event; shutting log-core down
[16:16:35] [INFO] received Windows console close event; shutting log-core down
[16:44:17] [INFO] received Windows console close event; shutting log-core down
[16:49:32] [INFO] received Windows console close event; shutting log-core down
[17:02:49] [INFO] received Windows console close event; shutting log-core down
[18:07:55] [INFO] received Windows console close event; shutting log-core down
[18:29:43] [INFO] received Windows console close event; shutting log-core down
[18:32:13] [INFO] received Windows console close event; shutting log-core down
[18:33:48] [INFO] received Windows console close event; shutting log-core down
[18:37:21] [INFO] received Windows console close event; shutting log-core down
[18:54:37] [INFO] received Windows console close event; shutting log-core down
[18:54:38] [INFO] received Windows console close event; shutting log-core down
[21:09:54] [INFO] received Windows console close event; shutting log-core down
[15:26:14] [INFO] received Windows console close event; shutting log-core down
[15:26:16] [INFO] received Windows console close event; shutting log-core down
[15:26:23] [INFO] received Windows console close event; shutting log-core down
[15:40:06] [INFO] received Windows console close event; shutting log-core down
[15:46:03] [INFO] received Windows console close event; shutting log-core down
[15:46:48] [INFO] received Windows console close event; shutting log-core down
[16:09:27] [INFO] received Windows console close event; shutting log-core down
[16:09:31] [INFO] received Windows console close event; shutting log-core down
[16:11:42] [INFO] received Windows console close event; shutting log-core down
[16:12:30] [INFO] received Windows console close event; shutting log-core down
[16:12:34] [INFO] received Windows console close event; shutting log-core down
[16:13:43] [INFO] received Windows console close event; shutting log-core down
[16:14:29] [INFO] received Windows console close event; shutting log-core down
[16:24:38] [INFO] received Windows console close event; shutting log-core down
[16:26:53] [INFO] received Windows console close event; shutting log-core down
[16:29:07] [INFO] received Windows console close event; shutting log-core down
[16:33:31] [INFO] received Windows console close event; shutting log-core down
[16:33:32] [INFO] received Windows console close event; shutting log-core down
[17:02:17] [INFO] received Windows console close event; shutting log-core down
[17:08:54] [INFO] received Windows console close event; shutting log-core down
[17:08:55] [INFO] received Windows console close event; shutting log-core down
[17:46:39] [INFO] received Windows console close event; shutting log-core down
[17:49:59] [INFO] received Windows console close event; shutting log-core down
[18:05:50] [INFO] received Windows console close event; shutting log-core down
[18:07:53] [INFO] received Windows console close event; shutting log-core down
[18:40:34] [INFO] received Windows console close event; shutting log-core down
[18:45:06] [INFO] received Windows console close event; shutting log-core down
[18:50:41] [INFO] received Windows console close event; shutting log-core down
[18:53:03] [INFO] received Windows console close event; shutting log-core down
[20:09:17] [INFO] received Windows console close event; shutting log-core down
[20:10:54] [INFO] received Windows console close event; shutting log-core down
[20:11:00] [INFO] received Windows console close event; shutting log-core down
[20:11:01] [INFO] received Windows console close event; shutting log-core down
[20:22:10] [INFO] received Windows console close event; shutting log-core down
[20:23:57] [INFO] received Windows console close event; shutting log-core down
[20:28:53] [INFO] received Windows console close event; shutting log-core down
[20:30:04] [INFO] received Windows console close event; shutting log-core down
[20:34:37] [INFO] received Windows console close event; shutting log-core down
[20:35:31] [INFO] received Windows console close event; shutting log-core down
[20:36:46] [INFO] received Windows console close event; shutting log-core down
[20:37:29] [INFO] received Windows console close event; shutting log-core down
[20:44:16] [INFO] received Windows console close event; shutting log-core down
[21:17:38] [INFO] received Windows console close event; shutting log-core down
[21:17:41] [INFO] received Windows console close event; shutting log-core down
[15:28:12] [INFO] received Windows console close event; shutting log-core down
[15:29:00] [INFO] received Windows console close event; shutting log-core down
[15:29:28] [INFO] received Windows console close event; shutting log-core down
[15:29:30] [INFO] received Windows console close event; shutting log-core down
[21:44:16] [INFO] received Windows console close event; shutting log-core down
[15:59:36] [INFO] received Windows console close event; shutting log-core down
[16:01:05] [INFO] received Windows console close event; shutting log-core down
[16:01:21] [INFO] received Windows console close event; shutting log-core down
[16:01:22] [INFO] received Windows console close event; shutting log-core down
[18:46:44] [INFO] received Windows console close event; shutting log-core down
[18:48:02] [INFO] received Windows console close event; shutting log-core down
[18:48:03] [INFO] received Windows console close event; shutting log-core down
[18:50:52] [INFO] received Windows console close event; shutting log-core down
[18:50:56] [INFO] received Windows console close event; shutting log-core down
[18:50:57] [INFO] received Windows console close event; shutting log-core down
[18:54:24] [INFO] received Windows console close event; shutting log-core down
[18:55:58] [INFO] received Windows console close event; shutting log-core down
[18:58:12] [INFO] received Windows console close event; shutting log-core down
[19:04:37] [INFO] received Windows console close event; shutting log-core down
[20:40:03] [INFO] received Windows console close event; shutting log-core down
[20:41:09] [INFO] received Windows console close event; shutting log-core down
[12:44:34] [INFO] received Windows console close event; shutting log-core down
[12:44:35] [INFO] received Windows console close event; shutting log-core down
[16:07:11] [INFO] received Windows console close event; shutting log-core down
[16:07:13] [INFO] received Windows console close event; shutting log-core down
[16:08:48] [INFO] received Windows console close event; shutting log-core down
[16:08:51] [INFO] received Windows console close event; shutting log-core down
[16:17:56] [INFO] received Windows console close event; shutting log-core down
[16:18:02] [INFO] received Windows console close event; shutting log-core down
[16:19:25] [INFO] received Windows console close event; shutting log-core down
[16:39:28] [INFO] received Windows console close event; shutting log-core down
[16:39:29] [INFO] received Windows console close event; shutting log-core down
[16:39:59] [INFO] received Windows console close event; shutting log-core down
[16:45:22] [INFO] received Windows console close event; shutting log-core down
[16:50:51] [INFO] received Windows console close event; shutting log-core down
[16:52:22] [INFO] received Windows console close event; shutting log-core down
[16:55:12] [INFO] received Windows console close event; shutting log-core down
[17:03:53] [INFO] received Windows console close event; shutting log-core down
[18:04:26] [INFO] received Windows console close event; shutting log-core down
[18:55:14] [INFO] received Windows console close event; shutting log-core down
[18:55:47] [INFO] received Windows console close event; shutting log-core down
[18:55:51] [INFO] received Windows console close event; shutting log-core down
[18:56:08] [INFO] received Windows console close event; shutting log-core down
[18:57:06] [INFO] received Windows console close event; shutting log-core down
[19:12:13] [INFO] received Windows console close event; shutting log-core down
[19:18:09] [INFO] received Windows console close event; shutting log-core down
[19:18:17] [INFO] received Windows console close event; shutting log-core down
[19:18:27] [INFO] received Windows console close event; shutting log-core down
[19:22:01] [INFO] received Windows console close event; shutting log-core down
[19:22:13] [INFO] received Windows console close event; shutting log-core down
[19:29:29] [INFO] received Windows console close event; shutting log-core down
[19:29:35] [INFO] received Windows console close event; shutting log-core down
[20:24:01] [INFO] received Windows console close event; shutting log-core down
[20:28:10] [INFO] received Windows console close event; shutting log-core down
[20:28:23] [INFO] received Windows console close event; shutting log-core down
[22:31:57] [INFO] received Windows console close event; shutting log-core down
[22:32:52] [INFO] received Windows console close event; shutting log-core down
[22:35:11] [INFO] received Windows console close event; shutting log-core down
[18:12:32] [INFO] received Windows console close event; shutting log-core down
[21:40:06] [INFO] received Windows console close event; shutting log-core down
[12:05:47] [INFO] received Windows console close event; shutting log-core down
[12:06:35] [INFO] received Windows console close event; shutting log-core down
[12:18:24] [INFO] received Windows console close event; shutting log-core down
[12:22:33] [INFO] received Windows console close event; shutting log-core down
